SurveyID,Answer ID,Questiontype,Questions,Answers,Inputtype
4817941,82289969,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,Speed of engagement when organizations are researching solutions in our category to fill a gap in their security strategy.  We are starting to see some positive momentum as the sales teams leverage these insights to develop their outbound prospecting plans.,comment
4817941,82289978,company,At which organization did you most recently use G2 Marketing Solutions?,Virtru,text_field
4934973,85179488,love,What do you like best about G2 Marketing Solutions?,We're still ramping up our use. By far the best piece has been our account team. Both of the primary reps for us have been incredibly responsive and helpful. The interface is also fairly intuitive.,comment
4934973,85179615,hate,What do you dislike about G2 Marketing Solutions?,"With the solution being quite robust, there are a good amount of moving parts to get everything set up.",comment
4934973,85179754,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"Brand presence and lead generation. We're still learning and adopting more, but foresee this to be an integral part of our marketing initiatives.",comment
4934973,85179802,employment_position,At which organization did you most recently use G2 Marketing Solutions?,Everbridge,employment_position
4978067,86193224,love,What do you like best about G2 Marketing Solutions?,The user interface is really easy and it is very intuitive. The customer service team has been extremely helpful as well.,comment
4978067,86193236,hate,What do you dislike about G2 Marketing Solutions?,There is a lot on the screen sometimes which makes it a little overwhelming sometimes.,comment
4978067,86193248,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,Trying to get all of our vendors in one place and everything related to them in one place.,comment
4978067,86193254,company,At which organization did you most recently use G2 Marketing Solutions?,PeerStreet,text_field
4978067,86193273,industry,What is your industry when using this product?,Real Estate,dropdown
5008260,86841982,love,What do you like best about G2 Marketing Solutions?,"Where do I even start? I've had the pleasure of working with G2 for the past 2+ years, as I manage the organization's global review site program across 8+ markets. Never have I appreciated a partnership more - the level of attention, strategic support and responsiveness that the G2 team consistently delivers is unmatched. Not only are they always going above and beyond to nurture our partnership, but they never fail to keep our company's goals and strategic priorities at the forefront of their recommendations. Special shout out to Jeremy Levin, Kyle Miller and Megan Miedema - they are an absolute joy to work with and deliver nothing short of a first-class customer experience.",comment
5008260,86842346,hate,What do you dislike about G2 Marketing Solutions?,"Nothing, honestly. Any (very minor) issues that I've ever had have been promptly addressed, actioned on and resolved by the G2 team in a timely manner.",comment
5008260,86842455,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"G2 provides valuable content for our teams to highlight the voice of the customer via marketing and sales activities. Our sales teams love the intent data, grid reports and customer quotes to aid them in outreach with prospects and current customers. Having a credible third party source to demonstrate how our customers feel about our products and solutions is simply invaluable.",comment
5008260,86842457,employment_position,At which organization did you most recently use G2 Marketing Solutions?,SAP Concur,employment_position
5027867,87293370,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,finding clients looking for billing solutions,comment
5073535,88450577,love,What do you like best about G2 Marketing Solutions?,"I've worked with G2 at multiple companies, the reason I still do business with G2 is the people. Every person I have ever spoken with at G2 is respectful, knowledgeable, and willing to answer tricky questions! 

On the product side, I've used the badges, the reports, and company grids, buyers' intent, lead generation forms, and reference pages.",comment
5073535,88450599,hate,What do you dislike about G2 Marketing Solutions?,I wish there were a way to customize reference pages and review campaign pages to be a bit more on-brand with my company versus G2's brand.,comment
5073535,88450630,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,No real problems on the team; instead we are trying to grow awareness of our brand and get real-time feedback from our customers to improve the product.,comment
5073535,88450639,employment_position,At which organization did you most recently use G2 Marketing Solutions?,Bitly,employment_position
5148757,90211294,love,What do you like best about G2 Marketing Solutions?,The G2 platform is straightforward to use. But the team seal the deal - they've been great in onboarding and giving advice.,comment
5148757,90211494,hate,What do you dislike about G2 Marketing Solutions?,"There's nothing I dislike. Haha, except this answer needing 33 characters ;)",comment
5148757,90211674,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,We needed an independent provider to collect our reviews and provide an inbound marketing channel.,comment
5148757,90211704,company,At which organization did you most recently use G2 Marketing Solutions?,StoneShot,text_field
5284251,93427279,love,What do you like best about G2 Marketing Solutions?,"UX/UI, stats and more importantly their people.",comment
5284251,93427313,hate,What do you dislike about G2 Marketing Solutions?,"It can be pricey, so let's see what it delivers.",comment
5284251,93427322,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,Brand Awareness,comment
5306528,112411023,love,What do you like best about G2 Marketing Solutions?,"- Ability to see and improve our position within the market
- Comparison feature 
- Support from  Account Managers",comment
5306528,112411260,hate,What do you dislike about G2 Marketing Solutions?,"- Buyer intent data wasn't so successful for us.

But other than that there's nothing else i can think of. Everything has been great so over the years we've been using G2!",comment
5306528,112411328,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,Unfiltered customer feedback for product improvement,comment
5306528,112411375,company,At which organization did you most recently use G2 Marketing Solutions?,Webexpenses,text_field
5367011,95563233,love,What do you like best about G2 Marketing Solutions?,"The G2 interface is easy to use when building product profiles - there are a wide variety of avenues (descriptions, downloads, screen shots, videos, etc.) to provide information to potential customers, integrate with existing company systems to ensure leads route appropriately, and the G2 team has many great suggestions on how to encourage existing customers to review your products.",comment
5367011,95563370,hate,What do you dislike about G2 Marketing Solutions?,"Can't think of any negatives, with G2's continuous evolution of more features, supporting more integrations, and providing enhanced review strategies, they really are the leader for both customer feedback and honest product research. Keep doing what you're doing!",comment
5367011,95563839,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"Although companies greatly enjoy receiving positive feedback, it is very useful to receive negative feedback as well - it provides insight into customer pain points and shows us where we need to grow, while being able to publicly address concerns and provide a thorough customer experience",comment
5367011,95563862,employment_position,At which organization did you most recently use G2 Marketing Solutions?,Mitel,employment_position
5429101,97525684,love,What do you like best about G2 Marketing Solutions?,"G2 has been a trusted partner in capturing our customers' voices & sharing them with a larger audience! 

G2 also provides insights on 'In-Market' audience who are potentially looking for a solution that we offer to solve.",comment
5429101,97525868,hate,What do you dislike about G2 Marketing Solutions?,The speed of new updates / features can improve. We'd like to see more insights on Intent signals.,comment
5429101,97525956,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"To capture & share our customers' feedback 
To identify potential prospects for our product offering",comment
5429101,97525965,employment_position,At which organization did you most recently use G2 Marketing Solutions?,Klenty.com | Inside Sales Software,employment_position
5431886,97127367,love,What do you like best about G2 Marketing Solutions?,The CSM team was very helpful in setting up the account and helping with all the questions and doubts we had. One of the other things is the Banbora intent is also added in our intent data and makes it very easy to target accounts,comment
5431886,97127401,hate,What do you dislike about G2 Marketing Solutions?,I am still skeptical about the market presence score in their quarterly reports.,comment
5431886,97127424,company,At which organization did you most recently use G2 Marketing Solutions?,Wingman,text_field
6545242,100281962,love,What do you like best about G2 Marketing Solutions?,"The ability to measure company success on reviews, working in tandem with the G2 team to create successful review campaigns, the people (John Sarhage and Jack Garvey) are OUTSTANDING in customer service, experience, and competence of the platform. They're setting us up for success, and teaching me how to effectively leverage the platform, read metrics, and increase our review responses.",comment
6545242,100282388,hate,What do you dislike about G2 Marketing Solutions?,"Nothing. Ya'll are the bomb. It's not something I dislike, and it probably exists somewhere I just haven't looked into it – a heat map of where people are stopping in their reviews. Perhaps I could make it easier on our customers with that type of information.",comment
6545242,100282673,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"In a digitally polluted world, it's hard to gain credibility and trust with a company's target audience. G2 and your secure process of retaining reviews help enhance credibility. We live in a society that has the most educated and informed prospects in history. And with so many platforms buying 5 star reviews, this company helps us stand out, and build relationships with the people who matter most to my business. The tracking analytics and customizations you offer help us improve our outreach to existing customers as well for more reviews.",comment
6545242,100282926,company,At which organization did you most recently use G2 Marketing Solutions?,BombBomb,text_field
6669429,102349653,love,What do you like best about G2 Marketing Solutions?,"I had a great experience speaking with Jack Smith about our options and opportunities with G2. Having worked and spoken with a lot of people in similar roles, I can confidently say Jack did an outstanding job. Took the time to do his research, asked lots of questions, listened carefully and overall made our interaction feel like a conversation rather than a sale. Well done!",comment
6669429,102350282,hate,What do you dislike about G2 Marketing Solutions?,The pricing model isn't in line with what we are looking for at the moment.,comment
6669429,102350619,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,We're able to increase our digital presence and have yet another place to direct clients when they'd like to share their experience.,comment
6669429,102350672,company,At which organization did you most recently use G2 Marketing Solutions?,IronSight,text_field
6669429,102350714,industry,What is your industry when using this product?,Oil & Energy,dropdown
6829459,104708038,love,What do you like best about G2 Marketing Solutions?,Have always used G2 as the source of truth for researching & comparing products. It has been a super useful tool on the flipside to position ourselves and help prospects understand if we'd be the right fit for them. Also a great place to capture feedback & insights from our current customers!,comment
6829459,104710387,hate,What do you dislike about G2 Marketing Solutions?,"There is a lot to work with, which can be overwhelming. Highly recommend taking a shared team approach to implementing G2. That being said, the G2 team is highly involved and super helpful.",comment
6829459,104710416,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"Positioning our brand & products, understanding competitors, learning about our buyers, and more",comment
6829459,104710425,company,At which organization did you most recently use G2 Marketing Solutions?,Sense,text_field
6829459,104710441,industry,What is your industry when using this product?,Staffing and Recruiting,dropdown
6883064,105542462,love,What do you like best about G2 Marketing Solutions?,To date we've been provided with friendly and thorough customer assistance. Will and Swati are always available to respond promptly to any questions we have. They are knowledgable about the product and make efforts to understand your market and provide examples of how best you can use the solutions on offer.,comment
6883064,105542554,hate,What do you dislike about G2 Marketing Solutions?,The admin GUI is slightly too nested in places and it can be hard to navigate if you don't use it on a regular basis. It would be good too if the product categories were a little more granular as the one we are in is not 100% accurate for our market.,comment
6883064,105542640,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,Promoting our tool as a solution to users who are in the market for a similar offering and allowing them to view it within the framework of a direct/ indirect comparison. Eases this for end user.,comment
6889183,105629408,love,What do you like best about G2 Marketing Solutions?,"G2 provides valuable insight into how we compare with our competitors, along with many great tools to enhance our visibility in the marketplace. Our customer success/relationship managers have been a huge help in finding new and creative ways to boost our presence (thank you Kaylan and Dani!!).",comment
6889183,105630687,hate,What do you dislike about G2 Marketing Solutions?,"Our position on the grid isn't necessarily 100% accurate, but that's not entirely a G2 issue. Other than that, there's not much to dislike!",comment
6889183,105630755,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,G2 is helping to strengthen our presence and is providing us with leads and references that we may not have known about otherwise.,comment
6889183,105630766,company,At which organization did you most recently use G2 Marketing Solutions?,LeaseAccelerator,text_field
7037491,108709099,love,What do you like best about G2 Marketing Solutions?,"What I like best about G2's Marketing Solutions is the dedicated support you get from your Account Manager / Account Executive. They ensure that you get your G2 account set up for maximum impact, and also provide best-practice insights on how to drive authentic, stellar reviews from your customers. Their quarterly reports are also great 'milestones' to plan your review-growth goals by, as they give you something to 'aim for' in your efforts to grow your G2 presence.",comment
7037491,108709490,hate,What do you dislike about G2 Marketing Solutions?,"Sometimes the internal Admin menu setup is a little confusing to navigate. I guess that this is partially because of how many features/options G2 has, but perhaps this could be laid out a little better. Also, some of the ranking metrics G2 uses to place your company in the rankings for appropriate categories don't always seem to relate to product maturity. I.e. the number of employees in a company. I understand that this can, at times, impact product quality, but at the same time - a large company doesn't an excellent product make!",comment
7037491,108709556,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"It's helping us to develop, and maintain, a strong presence on G2 as a trusted and high-traffic review/social proof site, driving more good quality leads to our site, in the form of signups and demos.",comment
7037491,108709581,company,At which organization did you most recently use G2 Marketing Solutions?,Skedda,text_field
7058801,111104892,love,What do you like best about G2 Marketing Solutions?,"some options that are available in our plan help us find new leads. Also, the reviews written by our clients add more credibility to the company, especially the badges that we are using on our website and in our promo spaces, in presentations and other ads visuals.",comment
7058801,111105065,hate,What do you dislike about G2 Marketing Solutions?,"I do not like that the information about the written and rejected reviews is hidden. There have been several instances where reviews written by our clients have been rejected for no good reason. In case there are controversial issues with the review, it would be better to transparently resolve them directly with the product team.
The market Presence Scoring algorithm is a bit 'blurry'. We can't directly influence this and your position on the G2 grid.
Very long questionnaire, please make it lightweight because it is difficult to get customers to go through all the pages of the questionnaire in order for the review to be qualified for the report.
Also, make screenshot a required field, because it's optional now and clients don't add it, but it's a reason for you to reject the review.",comment
7058801,111105297,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"We are in a highly competitive market, it's important for us to better understand our position in the marketplace of employee intranets and communications.
It's helped drive new leads while providing us with the tools to gain new insights into our visitor audience.
Quarterly reports and badges help us build trust amongst new leads and across different marketing channels.",comment
7058801,111105450,company,At which organization did you most recently use G2 Marketing Solutions?,Party.Space,text_field
7058805,109312678,love,What do you like best about G2 Marketing Solutions?,Working with dedicated account managers to help us get the most out of generating reviews and our profile on the platform in general.,comment
7058805,109312900,hate,What do you dislike about G2 Marketing Solutions?,"There isn't much I can say I dislike about G2. It is an expensive service, but the service you get really makes it value for money, so while I would like it to be cheaper, it isn't because I think its over-priced.",comment
7058805,109312968,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,G2 is helping us to increase awareness of our product to prospective customers at an early stage of consideration. It helps us to make sure we have a good chance of being part of any comparison process. Then it is down to us to standout to our ICPs.,comment
7058805,109312990,employment_position,At which organization did you most recently use G2 Marketing Solutions?,FotoWare,employment_position
7059389,109327250,love,What do you like best about G2 Marketing Solutions?,"I am fortunate to work with such a fantastic team. The features we were offered are excellent and new innovations are always coming out. I strongly believe that this is due to the hard-working team at G2, of which I can single out the amazing Abhilash Chowdhury and Matthieu Le Sayec.",comment
7059389,109328227,hate,What do you dislike about G2 Marketing Solutions?,Nothing I can pinpoint or think of at this moment.,comment
7059389,109328885,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,Gathering reviews for SaaS business.,comment
7059389,109329014,company,At which organization did you most recently use G2 Marketing Solutions?,123FormBuilder,text_field
7062706,109396396,love,What do you like best about G2 Marketing Solutions?,"From the moment we reached out to G2, we received outstanding service. Our customer success manager is always there to help and answer any questions we might have with a personal touch. She cares about us and goes out of her way to ensure we use the platform to its maximum potential, pointing out features we weren't aware of and solving any issues we might have very quickly.",comment
7062706,109396616,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,G2's trusted marketplace leverages the voice of our customers; we can learn from their feedback and share our customer's success and satisfaction across the board.,comment
7062706,109396830,employment_position,At which organization did you most recently use G2 Marketing Solutions?,Bright Data (Formerly Luminati Networks),employment_position
7062945,109401279,love,What do you like best about G2 Marketing Solutions?,"The buyer incentive tools available to us in G2 are very useful and give us valuable data for our marketing and sales efforts across our team. 

Collecting and using reviews in our campaigns and landing pages has proved to help raising our conversion rates.",comment
7062945,109401292,hate,What do you dislike about G2 Marketing Solutions?,"There's not that much to dislike. However, there are a few navigational things that could be improved a bit when signed in - but that's usually because I forget where they are. 

The second thing might be that getting the credit card receipt is a bit complicated when you buy buyer incentive credits from Amazon. We have to go through our rep. to get it. That would be nice to get automatically sent to us. 
But I believe they are working on fixing some of this.",comment
7062945,109401356,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"THe G2 Marketing solutions help us find the right potential customers in the middle of choosing a new CMS for their website. It can be very tough to find the right prospects, but G2 Buyer incentive data gives us a huge advantage, and we do see that a substantial amount of leads and closed deals have had activity on G2.",comment
7063369,109409976,love,What do you like best about G2 Marketing Solutions?,The level of detail with regards to the feedback is very good. The grid view and industry specific comparisons are great.,comment
7063369,109410005,hate,What do you dislike about G2 Marketing Solutions?,Collecting review requires substantial effort as it is quite demanding on the customers.,comment
7063369,109410011,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,We use G2 to position ourselves in the market place and drive interest to our products.,comment
7063369,109410024,company,At which organization did you most recently use G2 Marketing Solutions?,EasyTranslate,text_field
7063369,109410035,industry,What is your industry when using this product?,Translation and Localization,dropdown
7063493,109412261,love,What do you like best about G2 Marketing Solutions?,"We love the friendly, positive attitude of all the G2 employees we've encountered. The follow-ups and the problem-solving have been above and beyond. 
The backend user experience of the platform is easy to navigate and simple to perform updates and changes of content etc.",comment
7063493,109412586,hate,What do you dislike about G2 Marketing Solutions?,"There is a lot going on, lots of new integrations, always lots of news - that sometimes it feels a bit overwhelming. Maybe some kind of a monthly news reel, like a quick roundup, could be produced and sent out instead of so much static content.",comment
7063493,109412687,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"When we hit walls because of company restrictions, we are consistently offered ways around it. That way, when any restrictions are lifted, we will be ready to take advantage.",comment
7063493,109412721,company,At which organization did you most recently use G2 Marketing Solutions?,Bora for Thales Group,text_field
7063733,109421854,love,What do you like best about G2 Marketing Solutions?,"From campaign automation to ideating on creative review program initiatives with my CSM, Edan, G2 is a key driver in our competitive reviews program. The platform enables a great overview of testimonials and also sentiment tracking.",comment
7063733,109424017,hate,What do you dislike about G2 Marketing Solutions?,"I would love to be able to create my own reports to pull, as to reduce daily comms with my CSM, although he's quick to reply.",comment
7063733,109424058,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"Sourcing customer feedback, sentiment, and marketing quotes - all at scale.",comment
7063733,109424070,company,At which organization did you most recently use G2 Marketing Solutions?,HiBob,text_field
7063905,109419926,love,What do you like best about G2 Marketing Solutions?,"G2 has been a great help to our marketing and RFP team. 
Definitely adds a layer of trust when our potential buyers are making purchasing decision.
It was a real pleasure working with the whole CSM team - Jade, Edan and Matthieu.",comment
7063905,109419948,hate,What do you dislike about G2 Marketing Solutions?,Nothing at all. The solution is great and it was a pleasure working with the team,comment
7063905,109419979,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,Definitely adds a layer of trust when our potential buyers are making purchasing decision.,comment
7063905,109420001,employment_position,At which organization did you most recently use G2 Marketing Solutions?,Sociabble,employment_position
7063926,109421867,love,What do you like best about G2 Marketing Solutions?,I like the fact that our customers' reviews get approved pretty fast and that we can get a lot of interesting comparison reports that we can later share.,comment
7063926,109422224,hate,What do you dislike about G2 Marketing Solutions?,"The interface isn't that user-friendly, and some things are a bit hard to find.",comment
7063926,109422261,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"It helps us see how are we comparing with our competitors, where we need to improve, what we are good at and how our customers see us.",comment
7063926,109422287,company,At which organization did you most recently use G2 Marketing Solutions?,Insightful,text_field
7063941,109421030,hate,What do you dislike about G2 Marketing Solutions?,The navigation around the admin portal can be confusing and sometimes takes a bit of time to find what I'm looking for.,comment
7063941,109421213,love,What do you like best about G2 Marketing Solutions?,"Very straightforward process for review campaigns - from the start of the campaign to the reimbursement - definitely a competitive advantage over some other similar platforms.
In addition, the G2 team we've worked with has always been very knowledgeable and responsive, something that everyone working in CS appreciates ;)",comment
7063941,109421682,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"G2 helps us boost our online presence and aggregate the feedback from our customers in one place, and as a result offers many different ways to leverage those during sales / success cycles.",comment
7064218,109425921,love,What do you like best about G2 Marketing Solutions?,"G2 maintains high quality of both categorizationa and reviews, which helps leveraging it for marketing efforts to drive impact. 
The customer service is the best I've ever worked with, helping us make the most out of G2 services.",comment
7064218,109425994,hate,What do you dislike about G2 Marketing Solutions?,"The pricing is not aleays clear, with additional cost for certain features.",comment
7064218,109426170,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"As a yound company we are working hard on making a name for ourselves, peer review is the ultimate way to help us get new customers through different channels (sales and marketing), gathering reviews through G2 is crucial for us to demonstrate to potential customers why they should be working with us.",comment
7064218,109426186,categories,For which purposes do you use G2 Marketing Solutions?,['Technology Review Platforms'],categories
7064218,109426235,company,At which organization did you most recently use G2 Marketing Solutions?,Mesh Payments,text_field
7064409,109429813,hate,What do you dislike about G2 Marketing Solutions?,Not a dislike - it would be beneficial to have more visual versions of the G2 content for our marketing,comment
7064409,109429983,love,What do you like best about G2 Marketing Solutions?,"With G2, you get access to a leader grid and reviews that can be integrated across all marketing content from the website to paid social etc. It's an excellent platform to help increase credibility with prospects, increase engagement and build relationships with current clients. The customer support team is fantastic. Lucy and Pramila are always there to help support, brainstorm and develop ideas. In addition, they bring a positive vibe to every meeting, and their response time is prompt.",comment
7064409,109431955,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"Linking the voice of the customer with the prospects. It helps us increase our credibility, give a better understanding of what we are about and build stronger relationships",comment
7064409,109441598,company,At which organization did you most recently use G2 Marketing Solutions?,Decisions,text_field
7064619,109611143,love,What do you like best about G2 Marketing Solutions?,G2's customer success team is excellent; they're always coming up with new ways to share our badges and promote our profile. You can add a wide variety of content to your profile and there are a number of useful integrations.,comment
7064619,109611544,hate,What do you dislike about G2 Marketing Solutions?,"The category we're in can sometimes feels a bit broad or unaudited, meaning sometimes our G2 competitors aren't always our actual competitors. This means our insights, at times, can be irrelevant. As a consumer, I think the layout is good, but if you're logged in as a product admin, I think it can be tricky to navigate and doesn't have a very easy-to-understand layout.",comment
7064619,109611960,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"G2 Marketing Solutions is increasing our online presence, enabling us to connect to happy customers, helping us understand what else our clients require from our solution and what needs improving, and lastly, we're able to direct our prospects that are in the decision phase to our profile through social media and email.",comment
7064619,109612356,company,At which organization did you most recently use G2 Marketing Solutions?,Permutive,text_field
7064728,109437924,love,What do you like best about G2 Marketing Solutions?,"G2 has helped put our company in the ""shop window"" and provided a place where our customers can shout about how good our product is! The support when running a campaign was first class, with our account manager going the extra mile",comment
7064728,109438548,hate,What do you dislike about G2 Marketing Solutions?,"The only thing I would highlight is there were a few issues with incentives being reimbursed to customers on our campain first time round, although this was a small number and was resolved by the team at G2",comment
7064728,109438624,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"G2 has helped provide a home where our customers can tell the world how great our product is, and also allows us to benchmark this feedback against other companies within our industry",comment
7064728,109438652,company,At which organization did you most recently use G2 Marketing Solutions?,Redstor Ltd,text_field
7064784,109437643,love,What do you like best about G2 Marketing Solutions?,"Running reviews campaigns is easy, and the account management team is always on top of it and willing to go the extra mile to help us achieve our goals.",comment
7064784,109439597,hate,What do you dislike about G2 Marketing Solutions?,"The pricing is a bit steep, especially for the intent data. While the data is excellent, there isn't the full functionality in the platform or integrations to make it easy to make the most of it.",comment
7064784,109439669,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"G2 helps us gather social proof from actual customers when case studies are hard to get. The Intent data also helps with our sales prospecting, making sure we're targeting companies that are actually looking to buy.",comment
7064784,109439699,employment_position,At which organization did you most recently use G2 Marketing Solutions?,Varnish Software,employment_position
7064817,109438848,love,What do you like best about G2 Marketing Solutions?,"Since purchasing the paid membership to G2 and pushing the launch campaign live, the success was staggering and beyond our expectations. The best part is the Customer Success because you are in partnership with an expert and they are always on hand to support/recommend. Every question I've had answered and they share recaps, updates - the communication is second to none. They are also a great bunch of people.",comment
7064817,109439055,hate,What do you dislike about G2 Marketing Solutions?,"I find the G2 backend a little overwhelming and difficult to navigate; it would be good if this could be simplified. I also initially found our discovery call a little underwhelming as the Salesperson wasn't overly engaging, but I think this was a one-off. Planning the campaign(s) and exploring the tool takes time, so you will need to set aside sufficient time.",comment
7064817,109439141,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"G2 has delighted us in bringing our user stories to life ✨ The insights have been super valuable for all our teams, especially Product for validating our roadmap.",comment
7064817,109439169,company,At which organization did you most recently use G2 Marketing Solutions?,Learnerbly,text_field
7066989,109485005,love,What do you like best about G2 Marketing Solutions?,"- It's a very intuitive and easy-to-use tool. 
- The team Edan and Matthieu are always very reactive and helpful. 
- The signals we get from G2 are very insightful.",comment
7066989,109485136,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,G2 Marketing Solutions is giving our company more visibility and insightful information for our sales team.,comment
7066989,109485169,company,At which organization did you most recently use G2 Marketing Solutions?,Sociabble,text_field
7067047,109485753,love,What do you like best about G2 Marketing Solutions?,"The customer success team have helped my company, Kluster.com , to maximise the value from G2 Marketing Solutions. Edan and Clare have been attentive and helped me with everything from the basics of how to navigate the platform to tips on encouraging our customers to leave reviews. The platform itself is intuitive and easy to use and has all of the resources that we need right there.",comment
7067047,109485873,hate,What do you dislike about G2 Marketing Solutions?,"One thing that I would like to see is a breakdown of how G2 scores and ranks the solutions on the platform. I understand, however, that this might lead to some people exploiting the system and so it not a huge deal.",comment
7067047,109485982,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"It is helping my company, Kluster.com, to get more reviews from happy customers that are seeing the value of our product. Ultimately, this is helping us rank up on G2 itself which comes with an array of benefits, such as the quarterly badges which we display on our website & marketing material.",comment
7067047,109486016,company,At which organization did you most recently use G2 Marketing Solutions?,Kluster.com,text_field
7067096,109486568,love,What do you like best about G2 Marketing Solutions?,Our customer success managers Henry and Mark are constantly helping us get the most out of the platform and improving our profile. It's a very trusted source and helps us buildning creditability in our community. We also find the buyer intent data very useful as well as the integrations with LinkedIn and HubSpot.,comment
7067096,109487103,hate,What do you dislike about G2 Marketing Solutions?,That there are no specific badges for each category eg. if you are a leader in multiple categories you still just get one badge. Nothing else that I can think about :),comment
7067096,109487205,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,G2 has helped us to become a bigger player in our industry and empowers our future customers to feel more confident in their buying process. We can also see a direct impact on website visitors and demo requests.,comment
7067096,109487802,company,At which organization did you most recently use G2 Marketing Solutions?,Planhat,text_field
7068196,109505642,love,What do you like best about G2 Marketing Solutions?,Lucy and Ben are very efficient. They always provide us with accurate and up-to-date intel that helps us ensure we are on the right track for our own G2 reviews.,comment
7068196,109505714,hate,What do you dislike about G2 Marketing Solutions?,Some of the review criteria can be a bit confusing in how it's displayed in the grid standings and results.,comment
7068196,109505757,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"It allows customers from each solution to be able to leave open and honest reviews, giving us the power to know what we are doing well and where we need to improve. It also helps with our market visibility and presence.",comment
7068196,109505772,company,At which organization did you most recently use G2 Marketing Solutions?,Avnio,text_field
7069273,109524122,love,What do you like best about G2 Marketing Solutions?,G2 employs some of the most professional customer success professionals I've worked with. Shoutout to Jade Cass and Siobhan Murphy!,comment
7069273,109524183,hate,What do you dislike about G2 Marketing Solutions?,I love G2 and consider it the most reliable platform for customer reviews.,comment
7069273,109524238,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,It's increasing our company's visibility in the market by vetting and making available some of the most insightful details about our platform and what we offer to clients.,comment
7069273,109524259,company,At which organization did you most recently use G2 Marketing Solutions?,Phonexa,text_field
7072321,109568329,love,What do you like best about G2 Marketing Solutions?,"It's great that the marketing solutions offer so many different ways to showcase your success - badges, widgets, so many ways, all covered by the badge of trust of the G2 brand.",comment
7072321,109568373,hate,What do you dislike about G2 Marketing Solutions?,I think it's a shame that the premium membership price is quite steep for smaller companies that could also greatly benefit from the marketing tools. Even we had to give it a second and third thought before proceeding.,comment
7072321,109568421,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,It's great that the marketing solutions help users put their product in perspective compared to the competition. It's a great help to see where you stand and know exactly what you need to do in order to improve your ranking - also with the kind help of the G2 team.,comment
7072321,109568437,company,At which organization did you most recently use G2 Marketing Solutions?,Denevy,text_field
7072338,109568784,love,What do you like best about G2 Marketing Solutions?,"They explained everything to us, clearly showed us. When we didn't understand something, we went back to it and it was explained to us again.",comment
7072338,109568908,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"We are working on improving our juno.one profile. Thanks to the marketing meeting, we discovered new functions in G2.",comment
7072338,109568927,company,At which organization did you most recently use G2 Marketing Solutions?,DENEVY,text_field
7072610,109750422,love,What do you like best about G2 Marketing Solutions?,"I think it is very interesting to have users' opinions to really evaluate a company
as a CS, all my work is focused on ensuring a good experience for our users, and having their point of view and their encouragement via G2 is a very good way to value our work",comment
7072610,109750440,hate,What do you dislike about G2 Marketing Solutions?,"the real difficulty is obtaining reviews. It takes a lot of time to encourage our client teams and get them involved in this mission. It is not easy to get reviews from people who are not directly impacted because they are not employees of our company.

But it's a high value-added job, so we have to take it seriously",comment
