Survey Response ID,Answer ID,Question Type,Question Text,Answer Value,Input Type
5431886,97127292,title,Title for your review:,Great Support and CSM Team,text_field
5431886,97127367,love,What do you like best about G2 Marketing Solutions?,The CSM team was very helpful in setting up the account and helping with all the questions and doubts we had. One of the other things is the Banbora intent is also added in our intent data and makes it very easy to target accounts,comment
5431886,97127401,hate,What do you dislike about G2 Marketing Solutions?,I am still skeptical about the market presence score in their quarterly reports.,comment
5431886,97127409,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,N/A,comment
5431886,97127413,categories,For which purposes do you use G2 Marketing Solutions?,"['Online Reputation Management', 'Buyer Intent Data Providers']",categories
5431886,97127424,company,At which organization did you most recently use G2 Marketing Solutions?,Wingman,text_field
5431886,97127441,company_size,What was your organization size when working with G2 Marketing Solutions?,11-50 employees,dropdown
5431886,97127453,industry,What is your industry when using this product?,Information Technology and Services,dropdown
5431886,97127454,current_user,Are you a current user of G2 Marketing Solutions?,Yes,dropdown
6545242,100281888,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,10.0,slider_nps
6545242,100281925,title,Title for your review:,Jack and John are HEROES!,text_field
6545242,100281962,love,What do you like best about G2 Marketing Solutions?,"The ability to measure company success on reviews, working in tandem with the G2 team to create successful review campaigns, the people (John Sarhage and Jack Garvey) are OUTSTANDING in customer service, experience, and competence of the platform. They're setting us up for success, and teaching me how to effectively leverage the platform, read metrics, and increase our review responses.",comment
6545242,100282388,hate,What do you dislike about G2 Marketing Solutions?,"Nothing. Ya'll are the bomb. It's not something I dislike, and it probably exists somewhere I just haven't looked into it – a heat map of where people are stopping in their reviews. Perhaps I could make it easier on our customers with that type of information.",comment
6545242,100282673,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"In a digitally polluted world, it's hard to gain credibility and trust with a company's target audience. G2 and your secure process of retaining reviews help enhance credibility. We live in a society that has the most educated and informed prospects in history. And with so many platforms buying 5 star reviews, this company helps us stand out, and build relationships with the people who matter most to my business. The tracking analytics and customizations you offer help us improve our outreach to existing customers as well for more reviews.",comment
6545242,100282911,categories,For which purposes do you use G2 Marketing Solutions?,"['Online Reputation Management', 'Technology Review Platforms', 'Buyer Intent Data Providers']",categories
6545242,100282926,company,At which organization did you most recently use G2 Marketing Solutions?,BombBomb,text_field
6545242,100282957,company_size,What was your organization size when working with G2 Marketing Solutions?,51-200 employees,dropdown
6545242,100282984,current_user,Are you a current user of G2 Marketing Solutions?,Yes,dropdown
6545242,100283065,product_role,What is your primary role when using G2 Marketing Solutions?,Administrator,dropdown
6669429,102349510,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,8.0,slider_nps
6669429,102349525,title,Title for your review:,Great Experience,text_field
6669429,102349653,love,What do you like best about G2 Marketing Solutions?,"I had a great experience speaking with Jack Smith about our options and opportunities with G2. Having worked and spoken with a lot of people in similar roles, I can confidently say Jack did an outstanding job. Took the time to do his research, asked lots of questions, listened carefully and overall made our interaction feel like a conversation rather than a sale. Well done!",comment
6669429,102350282,hate,What do you dislike about G2 Marketing Solutions?,The pricing model isn't in line with what we are looking for at the moment.,comment
6669429,102350619,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,We're able to increase our digital presence and have yet another place to direct clients when they'd like to share their experience.,comment
6669429,102350632,categories,For which purposes do you use G2 Marketing Solutions?,"['Online Reputation Management', 'Technology Review Platforms']",categories
6669429,102350672,company,At which organization did you most recently use G2 Marketing Solutions?,IronSight,text_field
6669429,102350700,company_size,What was your organization size when working with G2 Marketing Solutions?,11-50 employees,dropdown
6669429,102350714,industry,What is your industry when using this product?,Oil & Energy,dropdown
6669429,102350756,current_user,Are you a current user of G2 Marketing Solutions?,Yes,dropdown
6829459,104707939,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,10.0,slider_nps
6829459,104708008,title,Title for your review:,Great buyer insights & helpful team,text_field
6829459,104708038,love,What do you like best about G2 Marketing Solutions?,Have always used G2 as the source of truth for researching & comparing products. It has been a super useful tool on the flipside to position ourselves and help prospects understand if we'd be the right fit for them. Also a great place to capture feedback & insights from our current customers!,comment
6829459,104710387,hate,What do you dislike about G2 Marketing Solutions?,"There is a lot to work with, which can be overwhelming. Highly recommend taking a shared team approach to implementing G2. That being said, the G2 team is highly involved and super helpful.",comment
6829459,104710416,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"Positioning our brand & products, understanding competitors, learning about our buyers, and more",comment
6829459,104710419,categories,For which purposes do you use G2 Marketing Solutions?,"['Online Reputation Management', 'Technology Review Platforms', 'Buyer Intent Data Providers']",categories
6829459,104710425,company,At which organization did you most recently use G2 Marketing Solutions?,Sense,text_field
6829459,104710432,company_size,What was your organization size when working with G2 Marketing Solutions?,201-500 employees,dropdown
6829459,104710441,industry,What is your industry when using this product?,Staffing and Recruiting,dropdown
6829459,104710443,current_user,Are you a current user of G2 Marketing Solutions?,Yes,dropdown
6883064,105542415,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,8.0,slider_nps
6883064,105542426,title,Title for your review:,Excellent customer success offering,text_field
6883064,105542462,love,What do you like best about G2 Marketing Solutions?,To date we've been provided with friendly and thorough customer assistance. Will and Swati are always available to respond promptly to any questions we have. They are knowledgable about the product and make efforts to understand your market and provide examples of how best you can use the solutions on offer.,comment
6883064,105542554,hate,What do you dislike about G2 Marketing Solutions?,The admin GUI is slightly too nested in places and it can be hard to navigate if you don't use it on a regular basis. It would be good too if the product categories were a little more granular as the one we are in is not 100% accurate for our market.,comment
6883064,105542640,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,Promoting our tool as a solution to users who are in the market for a similar offering and allowing them to view it within the framework of a direct/ indirect comparison. Eases this for end user.,comment
6883064,105542647,categories,For which purposes do you use G2 Marketing Solutions?,"['Online Reputation Management', 'Technology Review Platforms']",categories
6883064,105542664,company_size,What was your organization size when working with G2 Marketing Solutions?,11-50 employees,dropdown
6883064,105542669,industry,What is your industry when using this product?,Computer Software,dropdown
6883064,105542671,current_user,Are you a current user of G2 Marketing Solutions?,Yes,dropdown
6883064,105543294,product_role,What is your primary role when using G2 Marketing Solutions?,Administrator,dropdown
6889183,105629326,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,10.0,slider_nps
6889183,105629379,title,Title for your review:,Highly recommend G2 Marketing Solutions!,text_field
6889183,105629408,love,What do you like best about G2 Marketing Solutions?,"G2 provides valuable insight into how we compare with our competitors, along with many great tools to enhance our visibility in the marketplace. Our customer success/relationship managers have been a huge help in finding new and creative ways to boost our presence (thank you Kaylan and Dani!!).",comment
6889183,105630687,hate,What do you dislike about G2 Marketing Solutions?,"Our position on the grid isn't necessarily 100% accurate, but that's not entirely a G2 issue. Other than that, there's not much to dislike!",comment
6889183,105630755,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,G2 is helping to strengthen our presence and is providing us with leads and references that we may not have known about otherwise.,comment
6889183,105630757,categories,For which purposes do you use G2 Marketing Solutions?,"['Technology Review Platforms', 'Buyer Intent Data Providers']",categories
6889183,105630766,company,At which organization did you most recently use G2 Marketing Solutions?,LeaseAccelerator,text_field
6889183,105630773,company_size,What was your organization size when working with G2 Marketing Solutions?,51-200 employees,dropdown
6889183,105630882,industry,What is your industry when using this product?,Information Technology and Services,dropdown
6889183,105630883,current_user,Are you a current user of G2 Marketing Solutions?,Yes,dropdown
7037491,108709035,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,10.0,slider_nps
7037491,108709081,title,Title for your review:,An excellent reviews-and-social proof platform - driving signups and demos for our software!,text_field
7037491,108709099,love,What do you like best about G2 Marketing Solutions?,"What I like best about G2's Marketing Solutions is the dedicated support you get from your Account Manager / Account Executive. They ensure that you get your G2 account set up for maximum impact, and also provide best-practice insights on how to drive authentic, stellar reviews from your customers. Their quarterly reports are also great 'milestones' to plan your review-growth goals by, as they give you something to 'aim for' in your efforts to grow your G2 presence.",comment
7037491,108709490,hate,What do you dislike about G2 Marketing Solutions?,"Sometimes the internal Admin menu setup is a little confusing to navigate. I guess that this is partially because of how many features/options G2 has, but perhaps this could be laid out a little better. Also, some of the ranking metrics G2 uses to place your company in the rankings for appropriate categories don't always seem to relate to product maturity. I.e. the number of employees in a company. I understand that this can, at times, impact product quality, but at the same time - a large company doesn't an excellent product make!",comment
7037491,108709556,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"It's helping us to develop, and maintain, a strong presence on G2 as a trusted and high-traffic review/social proof site, driving more good quality leads to our site, in the form of signups and demos.",comment
7037491,108709562,categories,For which purposes do you use G2 Marketing Solutions?,['Online Reputation Management'],categories
7037491,108709581,company,At which organization did you most recently use G2 Marketing Solutions?,Skedda,text_field
7037491,108709597,company_size,What was your organization size when working with G2 Marketing Solutions?,11-50 employees,dropdown
7037491,108709607,industry,What is your industry when using this product?,Computer Software,dropdown
7037491,108709611,current_user,Are you a current user of G2 Marketing Solutions?,Yes,dropdown
7058801,109312787,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,7.0,slider_nps
7058801,110779970,title,Title for your review:,the project team is always happy to help,text_field
7058801,111104892,love,What do you like best about G2 Marketing Solutions?,"some options that are available in our plan help us find new leads. Also, the reviews written by our clients add more credibility to the company, especially the badges that we are using on our website and in our promo spaces, in presentations and other ads visuals.",comment
7058801,111105065,hate,What do you dislike about G2 Marketing Solutions?,"I do not like that the information about the written and rejected reviews is hidden. There have been several instances where reviews written by our clients have been rejected for no good reason. In case there are controversial issues with the review, it would be better to transparently resolve them directly with the product team.
The market Presence Scoring algorithm is a bit 'blurry'. We can't directly influence this and your position on the G2 grid.
Very long questionnaire, please make it lightweight because it is difficult to get customers to go through all the pages of the questionnaire in order for the review to be qualified for the report.
Also, make screenshot a required field, because it's optional now and clients don't add it, but it's a reason for you to reject the review.",comment
7058801,111105297,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"We are in a highly competitive market, it's important for us to better understand our position in the marketplace of employee intranets and communications.
It's helped drive new leads while providing us with the tools to gain new insights into our visitor audience.
Quarterly reports and badges help us build trust amongst new leads and across different marketing channels.",comment
7058801,111105442,categories,For which purposes do you use G2 Marketing Solutions?,"['Online Reputation Management', 'Buyer Intent Data Providers']",categories
7058801,111105450,company,At which organization did you most recently use G2 Marketing Solutions?,Party.Space,text_field
7058801,111105468,company_size,What was your organization size when working with G2 Marketing Solutions?,2-10 employees,dropdown
7058801,111105554,current_user,Are you a current user of G2 Marketing Solutions?,Yes,dropdown
7058801,111105615,product_role,What is your primary role when using G2 Marketing Solutions?,Administrator,dropdown
7058805,109312627,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,10.0,slider_nps
7058805,109312650,title,Title for your review:,Great experience with G2!,text_field
7058805,109312678,love,What do you like best about G2 Marketing Solutions?,Working with dedicated account managers to help us get the most out of generating reviews and our profile on the platform in general.,comment
7058805,109312900,hate,What do you dislike about G2 Marketing Solutions?,"There isn't much I can say I dislike about G2. It is an expensive service, but the service you get really makes it value for money, so while I would like it to be cheaper, it isn't because I think its over-priced.",comment
7058805,109312968,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,G2 is helping us to increase awareness of our product to prospective customers at an early stage of consideration. It helps us to make sure we have a good chance of being part of any comparison process. Then it is down to us to standout to our ICPs.,comment
7058805,109312984,categories,For which purposes do you use G2 Marketing Solutions?,"['Online Reputation Management', 'Technology Review Platforms']",categories
7058805,109312990,employment_position,At which organization did you most recently use G2 Marketing Solutions?,FotoWare,employment_position
7058805,109313017,company_size,What was your organization size when working with G2 Marketing Solutions?,51-200 employees,dropdown
7058805,109313020,industry,What is your industry when using this product?,Computer Software,dropdown
7058805,109313021,current_user,Are you a current user of G2 Marketing Solutions?,Yes,dropdown
7059389,109326831,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,10.0,slider_nps
7059389,109326880,title,Title for your review:,"Amazing services and support, highly recommend it!",text_field
7059389,109327250,love,What do you like best about G2 Marketing Solutions?,"I am fortunate to work with such a fantastic team. The features we were offered are excellent and new innovations are always coming out. I strongly believe that this is due to the hard-working team at G2, of which I can single out the amazing Abhilash Chowdhury and Matthieu Le Sayec.",comment
7059389,109328227,hate,What do you dislike about G2 Marketing Solutions?,Nothing I can pinpoint or think of at this moment.,comment
7059389,109328885,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,Gathering reviews for SaaS business.,comment
7059389,109328936,categories,For which purposes do you use G2 Marketing Solutions?,['Online Reputation Management'],categories
7059389,109329014,company,At which organization did you most recently use G2 Marketing Solutions?,123FormBuilder,text_field
7059389,109329112,company_size,What was your organization size when working with G2 Marketing Solutions?,51-200 employees,dropdown
7059389,109329141,industry,What is your industry when using this product?,Computer Software,dropdown
7059389,109329189,product_role,What is your primary role when using G2 Marketing Solutions?,Administrator,dropdown
7062706,109396146,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,10.0,slider_nps
7062706,109396191,title,Title for your review:,"G2 team is super Professional, Attentive & Responsive",text_field
7062706,109396396,love,What do you like best about G2 Marketing Solutions?,"From the moment we reached out to G2, we received outstanding service. Our customer success manager is always there to help and answer any questions we might have with a personal touch. She cares about us and goes out of her way to ensure we use the platform to its maximum potential, pointing out features we weren't aware of and solving any issues we might have very quickly.",comment
7062706,109396552,categories,For which purposes do you use G2 Marketing Solutions?,"['Online Reputation Management', 'Technology Review Platforms']",categories
7062706,109396616,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,G2's trusted marketplace leverages the voice of our customers; we can learn from their feedback and share our customer's success and satisfaction across the board.,comment
7062706,109396830,employment_position,At which organization did you most recently use G2 Marketing Solutions?,Bright Data (Formerly Luminati Networks),employment_position
7062706,109396840,company_size,What was your organization size when working with G2 Marketing Solutions?,201-500 employees,dropdown
7062706,109396845,industry,What is your industry when using this product?,Computer Software,dropdown
7062706,109396850,current_user,Are you a current user of G2 Marketing Solutions?,Yes,dropdown
7062706,109396948,product_role,What is your primary role when using G2 Marketing Solutions?,Administrator,dropdown
7062945,109401048,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,10.0,slider_nps
7062945,109401061,title,Title for your review:,Great platform for B2b reviews and buyer incentive data,text_field
7062945,109401279,love,What do you like best about G2 Marketing Solutions?,"The buyer incentive tools available to us in G2 are very useful and give us valuable data for our marketing and sales efforts across our team. 

Collecting and using reviews in our campaigns and landing pages has proved to help raising our conversion rates.",comment
7062945,109401292,hate,What do you dislike about G2 Marketing Solutions?,"There's not that much to dislike. However, there are a few navigational things that could be improved a bit when signed in - but that's usually because I forget where they are. 

The second thing might be that getting the credit card receipt is a bit complicated when you buy buyer incentive credits from Amazon. We have to go through our rep. to get it. That would be nice to get automatically sent to us. 
But I believe they are working on fixing some of this.",comment
7062945,109401356,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"THe G2 Marketing solutions help us find the right potential customers in the middle of choosing a new CMS for their website. It can be very tough to find the right prospects, but G2 Buyer incentive data gives us a huge advantage, and we do see that a substantial amount of leads and closed deals have had activity on G2.",comment
7062945,109401361,categories,For which purposes do you use G2 Marketing Solutions?,"['Technology Review Platforms', 'Buyer Intent Data Providers']",categories
7062945,109401372,company,At which organization did you most recently use G2 Marketing Solutions?,Umbraco,text_field
7062945,109401389,company_size,What was your organization size when working with G2 Marketing Solutions?,51-200 employees,dropdown
7062945,109401403,industry,What is your industry when using this product?,Internet,dropdown
7062945,109401405,current_user,Are you a current user of G2 Marketing Solutions?,Yes,dropdown
7063369,109409838,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,8.0,slider_nps
7063369,109409899,title,Title for your review:,Full featured review platform,text_field
7063369,109409976,love,What do you like best about G2 Marketing Solutions?,The level of detail with regards to the feedback is very good. The grid view and industry specific comparisons are great.,comment
7063369,109410005,hate,What do you dislike about G2 Marketing Solutions?,Collecting review requires substantial effort as it is quite demanding on the customers.,comment
7063369,109410011,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,We use G2 to position ourselves in the market place and drive interest to our products.,comment
7063369,109410014,categories,For which purposes do you use G2 Marketing Solutions?,"['Online Reputation Management', 'Technology Review Platforms', 'Buyer Intent Data Providers']",categories
7063369,109410024,company,At which organization did you most recently use G2 Marketing Solutions?,EasyTranslate,text_field
7063369,109410034,company_size,What was your organization size when working with G2 Marketing Solutions?,11-50 employees,dropdown
7063369,109410035,industry,What is your industry when using this product?,Translation and Localization,dropdown
7063369,109410036,current_user,Are you a current user of G2 Marketing Solutions?,No,dropdown
7063493,109412063,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,9.0,slider_nps
7063493,109412076,title,Title for your review:,Expert Solutions with a Smile,text_field
7063493,109412261,love,What do you like best about G2 Marketing Solutions?,"We love the friendly, positive attitude of all the G2 employees we've encountered. The follow-ups and the problem-solving have been above and beyond. 
The backend user experience of the platform is easy to navigate and simple to perform updates and changes of content etc.",comment
7063493,109412586,hate,What do you dislike about G2 Marketing Solutions?,"There is a lot going on, lots of new integrations, always lots of news - that sometimes it feels a bit overwhelming. Maybe some kind of a monthly news reel, like a quick roundup, could be produced and sent out instead of so much static content.",comment
7063493,109412687,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"When we hit walls because of company restrictions, we are consistently offered ways around it. That way, when any restrictions are lifted, we will be ready to take advantage.",comment
7063493,109412703,categories,For which purposes do you use G2 Marketing Solutions?,"['Online Reputation Management', 'Technology Review Platforms']",categories
7063493,109412721,company,At which organization did you most recently use G2 Marketing Solutions?,Bora for Thales Group,text_field
7063493,109412758,company_size,What was your organization size when working with G2 Marketing Solutions?,11-50 employees,dropdown
7063493,109412773,industry,What is your industry when using this product?,Marketing and Advertising,dropdown
7063493,109412775,current_user,Are you a current user of G2 Marketing Solutions?,No,dropdown
7063733,109416530,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,10.0,slider_nps
7063733,109421751,title,Title for your review:,Kudos to G2 from Product to CS,text_field
7063733,109421854,love,What do you like best about G2 Marketing Solutions?,"From campaign automation to ideating on creative review program initiatives with my CSM, Edan, G2 is a key driver in our competitive reviews program. The platform enables a great overview of testimonials and also sentiment tracking.",comment
7063733,109424017,hate,What do you dislike about G2 Marketing Solutions?,"I would love to be able to create my own reports to pull, as to reduce daily comms with my CSM, although he's quick to reply.",comment
7063733,109424058,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"Sourcing customer feedback, sentiment, and marketing quotes - all at scale.",comment
7063733,109424066,categories,For which purposes do you use G2 Marketing Solutions?,['Online Reputation Management'],categories
7063733,109424070,company,At which organization did you most recently use G2 Marketing Solutions?,HiBob,text_field
7063733,109424073,company_size,What was your organization size when working with G2 Marketing Solutions?,"501-1,000 employees",dropdown
7063733,109424079,current_user,Are you a current user of G2 Marketing Solutions?,Yes,dropdown
7063733,109424116,product_role,What is your primary role when using G2 Marketing Solutions?,Administrator,dropdown
7063905,109419680,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,10.0,slider_nps
7063905,109419719,title,Title for your review:,Great solution and top-notch team,text_field
7063905,109419926,love,What do you like best about G2 Marketing Solutions?,"G2 has been a great help to our marketing and RFP team. 
Definitely adds a layer of trust when our potential buyers are making purchasing decision.
It was a real pleasure working with the whole CSM team - Jade, Edan and Matthieu.",comment
7063905,109419948,hate,What do you dislike about G2 Marketing Solutions?,Nothing at all. The solution is great and it was a pleasure working with the team,comment
7063905,109419979,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,Definitely adds a layer of trust when our potential buyers are making purchasing decision.,comment
7063905,109419993,categories,For which purposes do you use G2 Marketing Solutions?,"['Technology Review Platforms', 'Buyer Intent Data Providers']",categories
7063905,109420001,employment_position,At which organization did you most recently use G2 Marketing Solutions?,Sociabble,employment_position
7063905,109420022,company_size,What was your organization size when working with G2 Marketing Solutions?,51-200 employees,dropdown
7063905,109420038,industry,What is your industry when using this product?,Computer Software,dropdown
7063905,109420044,current_user,Are you a current user of G2 Marketing Solutions?,Yes,dropdown
7063926,109420314,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,10.0,slider_nps
7063926,109420331,title,Title for your review:,"Great review platform, with fast approval process and many insightful reports!",text_field
7063926,109421867,love,What do you like best about G2 Marketing Solutions?,I like the fact that our customers' reviews get approved pretty fast and that we can get a lot of interesting comparison reports that we can later share.,comment
7063926,109422224,hate,What do you dislike about G2 Marketing Solutions?,"The interface isn't that user-friendly, and some things are a bit hard to find.",comment
7063926,109422261,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"It helps us see how are we comparing with our competitors, where we need to improve, what we are good at and how our customers see us.",comment
7063926,109422265,categories,For which purposes do you use G2 Marketing Solutions?,"['Online Reputation Management', 'Technology Review Platforms']",categories
7063926,109422287,company,At which organization did you most recently use G2 Marketing Solutions?,Insightful,text_field
7063926,109422300,company_size,What was your organization size when working with G2 Marketing Solutions?,51-200 employees,dropdown
7063926,109422307,industry,What is your industry when using this product?,Computer Software,dropdown
7063926,109422320,current_user,Are you a current user of G2 Marketing Solutions?,Yes,dropdown
7063941,109420318,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,10.0,slider_nps
7063941,109420435,title,Title for your review:,Great tool that helps us leverage customer advocacy,text_field
7063941,109421030,hate,What do you dislike about G2 Marketing Solutions?,The navigation around the admin portal can be confusing and sometimes takes a bit of time to find what I'm looking for.,comment
7063941,109421213,love,What do you like best about G2 Marketing Solutions?,"Very straightforward process for review campaigns - from the start of the campaign to the reimbursement - definitely a competitive advantage over some other similar platforms.
In addition, the G2 team we've worked with has always been very knowledgeable and responsive, something that everyone working in CS appreciates ;)",comment
7063941,109421682,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"G2 helps us boost our online presence and aggregate the feedback from our customers in one place, and as a result offers many different ways to leverage those during sales / success cycles.",comment
7063941,109421691,categories,For which purposes do you use G2 Marketing Solutions?,"['Online Reputation Management', 'Technology Review Platforms']",categories
7063941,109421712,company,At which organization did you most recently use G2 Marketing Solutions?,Insightful,text_field
7063941,109421722,company_size,What was your organization size when working with G2 Marketing Solutions?,51-200 employees,dropdown
7063941,109421752,industry,What is your industry when using this product?,Computer Software,dropdown
7063941,109421757,current_user,Are you a current user of G2 Marketing Solutions?,Yes,dropdown
7064218,109425785,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,10.0,slider_nps
7064218,109425871,title,Title for your review:,High quality review site: helps leverage social proof for sales and marketing,text_field
7064218,109425921,love,What do you like best about G2 Marketing Solutions?,"G2 maintains high quality of both categorizationa and reviews, which helps leveraging it for marketing efforts to drive impact. 
The customer service is the best I've ever worked with, helping us make the most out of G2 services.",comment
7064218,109425994,hate,What do you dislike about G2 Marketing Solutions?,"The pricing is not aleays clear, with additional cost for certain features.",comment
7064218,109426170,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"As a yound company we are working hard on making a name for ourselves, peer review is the ultimate way to help us get new customers through different channels (sales and marketing), gathering reviews through G2 is crucial for us to demonstrate to potential customers why they should be working with us.",comment
7064218,109426186,categories,For which purposes do you use G2 Marketing Solutions?,['Technology Review Platforms'],categories
7064218,109426227,current_user,Are you a current user of G2 Marketing Solutions?,Yes,dropdown
7064218,109426235,company,At which organization did you most recently use G2 Marketing Solutions?,Mesh Payments,text_field
7064218,109426246,company_size,What was your organization size when working with G2 Marketing Solutions?,51-200 employees,dropdown
7064218,109426311,industry,What is your industry when using this product?,Computer Software,dropdown
7064409,109429241,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,9.0,slider_nps
7064409,109429314,title,Title for your review:,Great marketing solution to engage with customers and help prospects on their research journey,text_field
7064409,109429813,hate,What do you dislike about G2 Marketing Solutions?,Not a dislike - it would be beneficial to have more visual versions of the G2 content for our marketing,comment
7064409,109429983,love,What do you like best about G2 Marketing Solutions?,"With G2, you get access to a leader grid and reviews that can be integrated across all marketing content from the website to paid social etc. It's an excellent platform to help increase credibility with prospects, increase engagement and build relationships with current clients. The customer support team is fantastic. Lucy and Pramila are always there to help support, brainstorm and develop ideas. In addition, they bring a positive vibe to every meeting, and their response time is prompt.",comment
7064409,109431955,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"Linking the voice of the customer with the prospects. It helps us increase our credibility, give a better understanding of what we are about and build stronger relationships",comment
7064409,109441552,categories,For which purposes do you use G2 Marketing Solutions?,"['Online Reputation Management', 'Technology Review Platforms']",categories
7064409,109441598,company,At which organization did you most recently use G2 Marketing Solutions?,Decisions,text_field
7064409,109441624,company_size,What was your organization size when working with G2 Marketing Solutions?,51-200 employees,dropdown
7064409,109441635,industry,What is your industry when using this product?,Information Technology and Services,dropdown
7064409,109441642,current_user,Are you a current user of G2 Marketing Solutions?,Yes,dropdown
7064619,109433852,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,8.0,slider_nps
7064619,109439219,title,Title for your review:,Great customer success team and useful insights,text_field
7064619,109611143,love,What do you like best about G2 Marketing Solutions?,G2's customer success team is excellent; they're always coming up with new ways to share our badges and promote our profile. You can add a wide variety of content to your profile and there are a number of useful integrations.,comment
7064619,109611544,hate,What do you dislike about G2 Marketing Solutions?,"The category we're in can sometimes feels a bit broad or unaudited, meaning sometimes our G2 competitors aren't always our actual competitors. This means our insights, at times, can be irrelevant. As a consumer, I think the layout is good, but if you're logged in as a product admin, I think it can be tricky to navigate and doesn't have a very easy-to-understand layout.",comment
7064619,109611960,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"G2 Marketing Solutions is increasing our online presence, enabling us to connect to happy customers, helping us understand what else our clients require from our solution and what needs improving, and lastly, we're able to direct our prospects that are in the decision phase to our profile through social media and email.",comment
7064619,109612211,categories,For which purposes do you use G2 Marketing Solutions?,"['Online Reputation Management', 'Technology Review Platforms']",categories
7064619,109612344,business_partner,Are you affiliated with the product you are reviewing or the company that makes it?,No,dropdown
7064619,109612356,company,At which organization did you most recently use G2 Marketing Solutions?,Permutive,text_field
7064619,109612382,company_size,What was your organization size when working with G2 Marketing Solutions?,201-500 employees,dropdown
7064619,109612509,product_role,What is your primary role when using G2 Marketing Solutions?,Administrator,dropdown
7064728,109435943,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,9.0,slider_nps
7064728,109437596,title,Title for your review:,Great Platform and Even Better Support,text_field
7064728,109437924,love,What do you like best about G2 Marketing Solutions?,"G2 has helped put our company in the ""shop window"" and provided a place where our customers can shout about how good our product is! The support when running a campaign was first class, with our account manager going the extra mile",comment
7064728,109438548,hate,What do you dislike about G2 Marketing Solutions?,"The only thing I would highlight is there were a few issues with incentives being reimbursed to customers on our campain first time round, although this was a small number and was resolved by the team at G2",comment
7064728,109438624,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"G2 has helped provide a home where our customers can tell the world how great our product is, and also allows us to benchmark this feedback against other companies within our industry",comment
7064728,109438632,categories,For which purposes do you use G2 Marketing Solutions?,"['Online Reputation Management', 'Buyer Intent Data Providers']",categories
7064728,109438652,company,At which organization did you most recently use G2 Marketing Solutions?,Redstor Ltd,text_field
7064728,109438671,company_size,What was your organization size when working with G2 Marketing Solutions?,51-200 employees,dropdown
7064728,109438687,industry,What is your industry when using this product?,Computer Software,dropdown
7064728,109438693,current_user,Are you a current user of G2 Marketing Solutions?,Yes,dropdown
7064784,109437487,nps,How likely is it that you would recommend G2 Marketing Solutions to a friend or colleague?,9.0,slider_nps
7064784,109437524,title,Title for your review:,Excellent platform and great support,text_field
7064784,109437643,love,What do you like best about G2 Marketing Solutions?,"Running reviews campaigns is easy, and the account management team is always on top of it and willing to go the extra mile to help us achieve our goals.",comment
